AREA,SUB AREA,AGE GROUP,SEASON,WEEK,PERCENT I,PERCENT P&I,PERCENT PIC,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,NUM COVID-19 DEATHS,TOTAL PIC,TOTAL DEATHS,PERCENT COMPLETE
State,Pennsylvania,All,2023-24,17,,4.4,5,5,105,18,124,"2,474",> 100%
State,Pennsylvania,All,2023-24,18,,5.3,5.5,4,133,13,144,"2,607",> 100%
State,Pennsylvania,All,2023-24,19,,5.2,5.6,2,128,14,139,"2,499",> 100%
State,Pennsylvania,All,2023-24,20,,5.7,6,2,140,9,148,"2,471",> 100%
State,Pennsylvania,All,2023-24,21,,5.4,5.6,2,137,11,144,"2,582",> 100%
State,Pennsylvania,All,2023-24,22,,4.8,5.1,1,112,10,120,"2,362",> 100%
State,Pennsylvania,All,2023-24,23,,5.4,5.7,0,137,12,144,"2,527",> 100%
State,Pennsylvania,All,2023-24,24,,4.3,4.6,4,100,11,112,"2,447",> 100%
State,Pennsylvania,All,2023-24,25,,5,5.3,2,121,13,131,"2,450",> 100%
State,Pennsylvania,All,2023-24,26,,4.2,4.5,0,104,11,110,"2,453",> 100%
State,Pennsylvania,All,2023-24,27,,5,5.3,2,120,11,129,"2,420",> 100%
State,Pennsylvania,All,2023-24,28,,4.5,5.1,1,109,24,125,"2,466",> 100%
State,Pennsylvania,All,2023-24,29,,5.6,6,2,132,17,144,"2,383",> 100%
State,Pennsylvania,All,2023-24,30,,6,7,0,144,36,167,"2,401",> 100%
State,Pennsylvania,All,2023-24,31,,5.2,5.9,1,127,25,144,"2,451",> 100%
State,Pennsylvania,All,2023-24,32,,4.1,5.1,1,97,35,121,"2,384",> 100%
State,Pennsylvania,All,2023-24,33,,5.3,6,2,127,32,147,"2,446",> 100%
State,Pennsylvania,All,2023-24,34,,4.8,6.3,2,115,53,152,"2,420",> 100%
State,Pennsylvania,All,2023-24,35,,5.1,7.3,0,122,64,174,"2,380",> 100%
State,Pennsylvania,All,2023-24,36,,4.7,6.3,1,114,59,154,"2,437",> 100%
State,Pennsylvania,All,2023-24,37,,4.7,6.5,1,120,68,168,"2,586",> 100%
State,Pennsylvania,All,2023-24,38,,5,6.7,1,125,57,167,"2,503",> 100%
State,Pennsylvania,All,2023-24,39,,5.6,7,1,134,53,169,"2,431",> 100%
State,Rhode Island,All,2023-24,40,,6.4,9.1,0,14,9,20,219,> 100%
State,Rhode Island,All,2023-24,41,,4.3,5.3,0,9,3,11,209,> 100%
State,Rhode Island,All,2023-24,42,,5.5,7,1,10,5,14,201,> 100%
State,Rhode Island,All,2023-24,43,,3.2,5,0,7,6,11,220,> 100%
State,Rhode Island,All,2023-24,44,,6.3,7.3,0,12,3,14,191,> 100%
State,Rhode Island,All,2023-24,45,,4.5,5.4,0,9,2,11,202,> 100%
State,Rhode Island,All,2023-24,46,,5.7,7.9,0,13,6,18,228,> 100%
State,Rhode Island,All,2023-24,47,,3.7,6.5,0,8,6,14,216,> 100%
State,Rhode Island,All,2023-24,48,,5.7,6.2,0,11,2,12,193,> 100%
State,Rhode Island,All,2023-24,49,,5.9,7.2,1,12,5,16,221,> 100%
State,Rhode Island,All,2023-24,50,,7.6,9.5,3,13,6,20,210,> 100%
State,Rhode Island,All,2023-24,51,,6.6,7,2,14,1,17,244,> 100%
State,Rhode Island,All,2023-24,52,,8.1,10,4,13,7,21,211,> 100%
State,Rhode Island,All,2023-24,1,,9.1,11.5,4,15,9,24,209,> 100%
State,Rhode Island,All,2023-24,2,,9.8,12.8,4,19,11,30,235,> 100%
State,Rhode Island,All,2023-24,3,,9.6,13.8,6,15,10,30,218,> 100%
State,Rhode Island,All,2023-24,4,,4.8,7.4,1,10,6,17,230,> 100%
State,Rhode Island,All,2023-24,5,,8,9.9,0,17,5,21,213,> 100%
State,Rhode Island,All,2023-24,6,,7.6,10.5,6,12,9,25,238,> 100%
State,Rhode Island,All,2023-24,7,,7.9,9.8,2,15,6,21,214,> 100%
State,Rhode Island,All,2023-24,8,,5.8,6.3,0,12,1,13,208,> 100%
State,Rhode Island,All,2023-24,9,,7.7,7.7,7,10,3,17,221,> 100%
State,Rhode Island,All,2023-24,10,,6.3,6.9,2,10,2,13,189,> 100%
State,Rhode Island,All,2023-24,11,,6.9,6.9,1,11,2,12,174,> 100%
State,Rhode Island,All,2023-24,12,,6.5,8.5,3,10,5,17,199,> 100%
State,Rhode Island,All,2023-24,13,,6.4,6.4,0,12,1,12,188,> 100%
State,Rhode Island,All,2023-24,14,,4.9,6.8,2,8,4,14,206,> 100%
State,Rhode Island,All,2023-24,15,,4.7,6.2,0,10,4,13,211,> 100%
State,Rhode Island,All,2023-24,16,,6.4,6.4,2,8,0,10,156,> 100%
State,Rhode Island,All,2023-24,17,,5.9,5.9,1,11,0,12,205,> 100%
State,Rhode Island,All,2023-24,18,,6.4,6.4,0,10,1,10,157,> 100%
State,Rhode Island,All,2023-24,19,,3.9,4.4,1,6,1,8,180,> 100%
State,Rhode Island,All,2023-24,20,,4.1,4.1,0,8,0,8,194,> 100%
State,Rhode Island,All,2023-24,21,,4.5,4.5,0,8,1,8,177,> 100%
State,Rhode Island,All,2023-24,22,,3.7,3.7,0,7,0,7,188,> 100%
State,Rhode Island,All,2023-24,23,,2.6,2.6,0,5,0,5,189,> 100%
State,Rhode Island,All,2023-24,24,,2.5,3.5,0,5,3,7,200,> 100%
State,Rhode Island,All,2023-24,25,,4.3,4.3,0,8,0,8,184,> 100%
State,Rhode Island,All,2023-24,26,,6.9,6.9,0,12,2,12,175,> 100%
State,Rhode Island,All,2023-24,27,,3.6,4.6,0,7,3,9,195,> 100%
State,Rhode Island,All,2023-24,28,,3.4,4.6,0,6,2,8,175,> 100%
State,Rhode Island,All,2023-24,29,,3.7,3.7,0,8,0,8,219,> 100%
State,Rhode Island,All,2023-24,30,,2.1,2.1,0,4,0,4,187,> 100%
State,Rhode Island,All,2023-24,31,,5.9,6.9,0,12,6,14,204,> 100%
State,Rhode Island,All,2023-24,32,,4.4,6.9,0,9,6,14,204,> 100%
State,Rhode Island,All,2023-24,33,,3.7,5.9,0,7,5,11,188,> 100%
State,Rhode Island,All,2023-24,34,,7,9.1,0,13,7,17,187,> 100%
State,Rhode Island,All,2023-24,35,,4.7,7.3,0,9,6,14,193,> 100%
State,Rhode Island,All,2023-24,36,,2.4,2.9,0,5,2,6,207,> 100%
State,Rhode Island,All,2023-24,37,,3.3,4.4,0,6,2,8,181,> 100%
State,Rhode Island,All,2023-24,38,,7.8,8.9,0,14,2,16,179,> 100%
State,Rhode Island,All,2023-24,39,,5.6,6.2,0,9,1,10,162,> 100%
State,South Carolina,All,2023-24,40,,5.3,6.3,0,57,17,68,"1,074",> 100%
State,South Carolina,All,2023-24,41,,5.2,7.1,0,53,30,72,"1,020",> 100%
State,South Carolina,All,2023-24,42,,5.4,7.2,1,60,31,81,"1,121",> 100%
State,South Carolina,All,2023-24,43,,4.7,5.7,0,52,19,63,"1,103",> 100%
State,South Carolina,All,2023-24,44,,5.3,6.1,3,52,13,63,"1,037",> 100%
State,South Carolina,All,2023-24,45,,6.8,8.4,1,79,24,99,"1,174",> 100%
State,South Carolina,All,2023-24,46,,6.1,7.6,4,66,27,87,"1,140",> 100%
State,South Carolina,All,2023-24,47,,5.1,6.5,4,51,23,70,"1,076",> 100%
State,South Carolina,All,2023-24,48,,6.9,8.1,5,76,19,96,"1,182",> 100%
State,South Carolina,All,2023-24,49,,6.5,7.8,7,73,30,97,"1,239",> 100%
State,South Carolina,All,2023-24,50,,6.8,8.6,10,70,28,101,"1,168",> 100%
State,South Carolina,All,2023-24,51,,9.1,10.4,23,95,37,134,"1,291",> 100%
State,South Carolina,All,2023-24,52,,8.6,10.2,25,83,34,128,"1,259",> 100%
State,South Carolina,All,2023-24,1,,10,12.2,37,94,46,159,"1,305",> 100%
State,South Carolina,All,2023-24,2,,9.3,11.8,25,86,46,142,"1,200",> 100%
State,South Carolina,All,2023-24,3,,8.5,10.8,18,82,45,128,"1,180",> 100%
State,South Carolina,All,2023-24,4,,8.4,10.1,12,95,40,129,"1,279",> 100%
State,South Carolina,All,2023-24,5,,6.2,8.1,11,60,32,93,"1,144",> 100%
State,South Carolina,All,2023-24,6,,7.8,9.5,8,82,31,109,"1,147",> 100%
State,South Carolina,All,2023-24,7,,6.3,8.5,10,66,47,102,"1,202",> 100%
State,South Carolina,All,2023-24,8,,5.3,7.2,6,55,31,83,"1,148",> 100%
State,South Carolina,All,2023-24,9,,6.9,9.1,5,76,41,107,"1,178",> 100%
State,South Carolina,All,2023-24,10,,5.7,7.5,9,57,32,86,"1,152",> 100%
State,South Carolina,All,2023-24,11,,5,5.8,1,56,13,66,"1,144",> 100%
State,South Carolina,All,2023-24,12,,6.1,7.6,1,64,26,81,"1,072",> 100%
State,South Carolina,All,2023-24,13,,5.7,7.3,1,60,23,78,"1,074",> 100%
State,South Carolina,All,2023-24,14,,4.7,5.8,4,48,18,64,"1,096",> 100%
State,South Carolina,All,2023-24,15,,5.2,5.9,4,55,10,67,"1,130",> 100%
State,South Carolina,All,2023-24,16,,5.6,6.5,1,61,15,72,"1,114",> 100%
State,South Carolina,All,2023-24,17,,5.9,6.6,2,59,13,69,"1,039",> 100%
State,South Carolina,All,2023-24,18,,5,5.7,0,53,9,60,"1,060",> 100%
State,South Carolina,All,2023-24,19,,4.6,4.8,0,50,5,52,"1,076",> 100%
State,South Carolina,All,2023-24,20,,5.5,5.6,1,59,2,61,"1,083",> 100%
State,South Carolina,All,2023-24,21,,4.8,4.9,0,50,4,52,"1,052",> 100%
State,South Carolina,All,2023-24,22,,4.6,4.9,0,48,4,51,"1,033",> 100%
State,South Carolina,All,2023-24,23,,5.4,5.6,2,57,3,61,"1,083",> 100%
State,South Carolina,All,2023-24,24,,5.5,6.1,1,59,8,66,"1,082",> 100%
State,South Carolina,All,2023-24,25,,4.6,4.8,0,49,6,51,"1,066",> 100%
State,South Carolina,All,2023-24,26,,4.3,4.7,0,47,7,52,"1,100",> 100%
State,South Carolina,All,2023-24,27,,5.7,6.4,1,60,13,69,"1,078",> 100%
State,South Carolina,All,2023-24,28,,4.7,5.3,1,48,9,56,"1,051",> 100%
State,South Carolina,All,2023-24,29,,4.8,5.2,0,50,10,55,"1,052",> 100%
State,South Carolina,All,2023-24,30,,3.9,4.5,3,38,16,47,"1,056",> 100%
State,South Carolina,All,2023-24,31,,4.4,5.6,1,45,19,59,"1,051",> 100%
State,South Carolina,All,2023-24,32,,5.1,6,0,53,13,62,"1,038",> 100%
State,South Carolina,All,2023-24,33,,5.4,6.5,0,59,18,70,"1,085",> 100%
State,South Carolina,All,2023-24,34,,4.1,5.4,0,45,19,59,"1,095",> 100%
State,South Carolina,All,2023-24,35,,5,6.2,0,56,24,69,"1,109",> 100%
State,South Carolina,All,2023-24,36,,6.6,8.3,0,69,32,86,"1,040",> 100%
State,South Carolina,All,2023-24,37,,5.5,7,1,61,26,78,"1,121",> 100%
State,South Carolina,All,2023-24,38,,5,6,0,53,14,63,"1,052",> 100%
State,South Carolina,All,2023-24,39,,5.3,6.8,0,61,32,78,"1,143",> 100%
State,South Dakota,All,2023-24,40,,6,8.4,0,10,5,14,166,> 100%
State,South Dakota,All,2023-24,41,,5.4,8.3,0,9,7,14,168,> 100%
State,South Dakota,All,2023-24,42,,6.8,8.4,0,13,6,16,190,> 100%
State,South Dakota,All,2023-24,43,,7.6,9.3,1,12,4,16,172,> 100%
State,South Dakota,All,2023-24,44,,9.9,10.6,0,16,3,17,161,> 100%
State,South Dakota,All,2023-24,45,,11,12.7,0,20,6,23,181,> 100%
State,South Dakota,All,2023-24,46,,9.4,11.9,0,15,6,19,159,> 100%
State,South Dakota,All,2023-24,47,,9.7,13.1,0,17,7,23,175,> 100%
State,South Dakota,All,2023-24,48,,7.3,9.9,0,14,6,19,191,> 100%
State,South Dakota,All,2023-24,49,,8.3,11.9,0,14,7,20,168,> 100%
State,South Dakota,All,2023-24,50,,8.9,11.7,1,15,8,21,179,> 100%
State,South Dakota,All,2023-24,51,,4.6,5.9,1,6,3,9,152,> 100%
State,South Dakota,All,2023-24,52,,9.3,11,3,13,8,19,172,> 100%
State,South Dakota,All,2023-24,1,,8.6,9.7,2,14,4,18,186,> 100%
State,South Dakota,All,2023-24,2,,6.8,10.4,4,9,9,20,192,> 100%
State,South Dakota,All,2023-24,3,,4.3,6,0,8,5,11,184,> 100%
State,South Dakota,All,2023-24,4,,9.2,11.9,4,13,8,22,185,> 100%
State,South Dakota,All,2023-24,5,,7.6,9.8,3,11,4,18,184,> 100%
State,South Dakota,All,2023-24,6,,8.1,10.6,5,8,6,17,160,> 100%
State,South Dakota,All,2023-24,7,,9,11,2,16,6,22,200,> 100%
State,South Dakota,All,2023-24,8,,9.6,11.8,5,12,5,21,178,> 100%
State,South Dakota,All,2023-24,9,,9.4,10,5,10,1,16,160,> 100%
State,South Dakota,All,2023-24,10,,9.8,13.5,2,14,8,22,163,> 100%
State,South Dakota,All,2023-24,11,,7.5,10.6,3,9,6,17,160,> 100%
State,South Dakota,All,2023-24,12,,6,6.5,0,11,1,12,184,> 100%
State,South Dakota,All,2023-24,13,,9,9,5,9,1,14,156,> 100%
State,South Dakota,All,2023-24,14,,10.2,10.8,6,10,1,17,157,> 100%
State,South Dakota,All,2023-24,15,,4,4,2,5,0,7,175,> 100%
State,South Dakota,All,2023-24,16,,6.4,6.4,1,10,0,11,171,> 100%
State,South Dakota,All,2023-24,17,,5.1,6.3,1,8,2,11,175,> 100%
State,South Dakota,All,2023-24,18,,8,9.7,1,13,5,17,176,> 100%
State,South Dakota,All,2023-24,19,,6,6.6,0,10,2,11,167,> 100%
State,South Dakota,All,2023-24,20,,9.3,9.9,0,15,2,16,162,> 100%
State,South Dakota,All,2023-24,21,,5.9,5.9,0,10,2,10,170,> 100%
State,South Dakota,All,2023-24,22,,8.6,9.3,0,14,1,15,162,> 100%
State,South Dakota,All,2023-24,23,,10.6,10.6,0,17,1,17,160,> 100%
State,South Dakota,All,2023-24,24,,9.5,9.5,0,13,0,13,137,> 100%
State,South Dakota,All,2023-24,25,,9.7,9.7,1,14,0,15,155,> 100%
State,South Dakota,All,2023-24,26,,4.7,5.2,0,8,1,9,172,> 100%
State,South Dakota,All,2023-24,27,,8.3,10.9,0,13,4,17,156,> 100%
State,South Dakota,All,2023-24,28,,4.7,7.4,0,7,4,11,148,> 100%
State,South Dakota,All,2023-24,29,,5.3,5.9,1,7,1,9,152,> 100%
State,South Dakota,All,2023-24,30,,6.5,7.7,0,11,3,13,169,> 100%
State,South Dakota,All,2023-24,31,,3.6,5.1,0,5,2,7,138,> 100%
State,South Dakota,All,2023-24,32,,5.4,6.7,0,8,2,10,149,> 100%
State,South Dakota,All,2023-24,33,,4.7,5.9,0,8,2,10,170,> 100%
State,South Dakota,All,2023-24,34,,8.2,9.9,1,13,5,17,171,> 100%
State,South Dakota,All,2023-24,35,,10.1,10.8,0,15,3,16,148,> 100%
State,South Dakota,All,2023-24,36,,6.7,8.1,1,8,2,11,135,> 100%
State,South Dakota,All,2023-24,37,,5.7,7.6,0,9,3,12,158,> 100%
State,South Dakota,All,2023-24,38,,5.9,7.7,0,10,3,13,169,> 100%
State,South Dakota,All,2023-24,39,,4,7.9,0,6,7,12,151,> 100%
State,Tennessee,All,2023-24,40,,5.8,7.2,1,83,27,104,"1,446",> 100%
State,Tennessee,All,2023-24,41,,6.5,7.3,0,98,20,111,"1,512",> 100%
State,Tennessee,All,2023-24,42,,6.6,8.1,5,93,35,121,"1,490",> 100%
State,Tennessee,All,2023-24,43,,6.6,7.8,2,94,24,113,"1,455",> 100%
State,Tennessee,All,2023-24,44,,6.3,7.6,2,95,35,118,"1,544",> 100%
State,Tennessee,All,2023-24,45,,8.3,9.4,3,126,39,146,"1,553",> 100%
State,Tennessee,All,2023-24,46,,5.9,7.1,1,89,33,109,"1,528",> 100%
State,Tennessee,All,2023-24,47,,7,8,6,102,31,124,"1,544",> 100%
State,Tennessee,All,2023-24,48,,7.5,9.3,3,114,44,145,"1,551",> 100%
State,Tennessee,All,2023-24,49,,7.4,9,3,118,47,148,"1,640",> 100%
State,Tennessee,All,2023-24,50,,8,9.6,6,123,50,154,"1,610",> 100%
State,Tennessee,All,2023-24,51,,7.8,10,12,124,57,173,"1,737",> 100%
State,Tennessee,All,2023-24,52,,9.8,12.3,24,146,59,212,"1,730",> 100%
State,Tennessee,All,2023-24,1,,11.4,13.1,31,169,55,230,"1,750",> 100%
State,Tennessee,All,2023-24,2,,10.5,11.9,29,161,59,215,"1,810",> 100%
State,Tennessee,All,2023-24,3,,10.6,12.8,28,149,60,214,"1,672",> 100%
State,Tennessee,All,2023-24,4,,9.7,11.5,20,148,57,198,"1,726",> 100%
State,Tennessee,All,2023-24,5,,8.1,10.2,12,123,52,169,"1,664",> 100%
State,Tennessee,All,2023-24,6,,7.5,8.9,10,108,38,141,"1,582",> 100%
State,Tennessee,All,2023-24,7,,7.4,8.8,11,106,41,140,"1,587",> 100%
State,Tennessee,All,2023-24,8,,7.2,8.7,9,105,35,137,"1,575",> 100%
State,Tennessee,All,2023-24,9,,8.4,9.7,6,126,41,153,"1,578",> 100%
State,Tennessee,All,2023-24,10,,7.7,9,12,113,31,145,"1,617",> 100%
State,Tennessee,All,2023-24,11,,7.6,9,7,109,34,138,"1,528",> 100%
State,Tennessee,All,2023-24,12,,6.5,7.6,5,90,29,111,"1,470",> 100%
State,Tennessee,All,2023-24,13,,6.2,7.1,6,87,17,106,"1,500",> 100%
State,Tennessee,All,2023-24,14,,6.6,7.5,7,96,23,118,"1,569",> 100%
State,Tennessee,All,2023-24,15,,7.1,7.4,1,104,14,110,"1,477",> 100%
State,Tennessee,All,2023-24,16,,6.6,7.1,4,92,14,102,"1,444",> 100%
State,Tennessee,All,2023-24,17,,7,7.1,5,99,6,106,"1,496",> 100%
State,Tennessee,All,2023-24,18,,6.6,6.9,1,97,8,102,"1,479",> 100%
State,Tennessee,All,2023-24,19,,6.1,6.5,2,85,9,93,"1,420",> 100%
State,Tennessee,All,2023-24,20,,6.8,7,1,98,10,102,"1,457",> 100%
State,Tennessee,All,2023-24,21,,6.5,6.7,1,91,9,95,"1,424",> 100%
State,Tennessee,All,2023-24,22,,5.7,6,0,84,6,88,"1,461",> 100%
State,Tennessee,All,2023-24,23,,5.9,6.4,0,83,7,89,"1,400",> 100%
State,Tennessee,All,2023-24,24,,6.8,6.9,1,98,5,100,"1,446",> 100%
State,Tennessee,All,2023-24,25,,5.8,6,1,84,6,89,"1,477",> 100%
State,Tennessee,All,2023-24,26,,4.5,4.9,1,63,8,70,"1,435",> 100%
State,Tennessee,All,2023-24,27,,5.1,5.5,0,74,10,81,"1,463",> 100%
State,Tennessee,All,2023-24,28,,6.8,7.4,1,98,12,107,"1,451",> 100%
State,Tennessee,All,2023-24,29,,5.9,6.5,1,83,16,93,"1,429",> 100%
State,Tennessee,All,2023-24,30,,6.2,7,0,90,19,101,"1,451",> 100%
State,Tennessee,All,2023-24,31,,6.5,6.8,2,93,14,99,"1,456",> 100%
State,Tennessee,All,2023-24,32,,6.7,8.2,2,94,34,118,"1,431",> 100%
State,Tennessee,All,2023-24,33,,5.7,6.6,1,81,22,95,"1,445",> 100%
State,Tennessee,All,2023-24,34,,6,7.2,0,87,26,105,"1,456",> 100%
State,Tennessee,All,2023-24,35,,6.3,7.8,1,97,47,122,"1,557",> 100%
State,Tennessee,All,2023-24,36,,6.7,8.3,2,95,38,121,"1,453",> 100%
State,Tennessee,All,2023-24,37,,6,7.8,1,82,34,108,"1,390",> 100%
State,Tennessee,All,2023-24,38,,7.9,8.8,5,110,25,128,"1,448",> 100%
State,Tennessee,All,2023-24,39,,6.8,7.6,4,94,25,110,"1,444",> 100%
State,Texas,All,2023-24,40,,5.7,6.8,1,240,83,289,"4,234",> 100%
State,Texas,All,2023-24,41,,6.3,7.5,5,258,78,312,"4,172",> 100%
State,Texas,All,2023-24,42,,6.6,7.4,4,283,72,320,"4,320",> 100%
State,Texas,All,2023-24,43,,6.7,7.4,8,275,63,313,"4,212",> 100%
State,Texas,All,2023-24,44,,6.2,7.1,8,254,68,300,"4,228",> 100%
State,Texas,All,2023-24,45,,6.2,7,4,271,76,311,"4,439",> 100%
State,Texas,All,2023-24,46,,6.6,7.7,15,273,72,332,"4,335",> 100%
State,Texas,All,2023-24,47,,6.5,7.4,16,272,72,326,"4,423",> 100%
State,Texas,All,2023-24,48,,6.9,8,14,296,86,357,"4,480",> 100%
State,Texas,All,2023-24,49,,7.2,8,18,314,61,367,"4,597",> 100%
State,Texas,All,2023-24,50,,6.6,7.4,23,283,71,342,"4,644",> 100%
State,Texas,All,2023-24,51,,7.7,8.6,45,316,90,406,"4,702",> 100%
State,Texas,All,2023-24,52,,8,9.4,46,337,119,448,"4,758",> 100%
State,Texas,All,2023-24,1,,8.3,9.6,58,356,127,478,"5,002",> 100%
State,Texas,All,2023-24,2,,9,10.4,65,389,151,526,"5,036",> 100%
State,Texas,All,2023-24,3,,8.4,9.8,45,379,148,493,"5,039",> 100%
State,Texas,All,2023-24,4,,8.7,10.3,49,380,141,510,"4,941",> 100%
State,Texas,All,2023-24,5,,8.1,9.2,50,335,112,437,"4,748",> 100%
State,Texas,All,2023-24,6,,8,9,47,322,104,414,"4,604",> 100%
State,Texas,All,2023-24,7,,7.9,9,38,318,97,404,"4,499",> 100%
State,Texas,All,2023-24,8,,7.8,8.8,30,337,96,410,"4,680",> 100%
State,Texas,All,2023-24,9,,7.9,8.8,24,327,78,392,"4,463",> 100%
State,Texas,All,2023-24,10,,6.5,7.6,15,274,80,339,"4,452",> 100%
State,Texas,All,2023-24,11,,6.1,7,21,252,71,311,"4,462",> 100%
State,Texas,All,2023-24,12,,6.7,7.3,10,278,55,313,"4,305",> 100%
State,Texas,All,2023-24,13,,6.8,7.3,8,286,42,314,"4,316",> 100%
State,Texas,All,2023-24,14,,7.2,7.6,12,297,45,328,"4,300",> 100%
State,Texas,All,2023-24,15,,6.6,6.9,6,278,24,298,"4,305",> 100%
State,Texas,All,2023-24,16,,6.1,6.4,5,256,21,274,"4,280",> 100%
State,Texas,All,2023-24,17,,6,6.4,6,251,29,273,"4,279",> 100%
State,Texas,All,2023-24,18,,6.2,6.3,3,253,15,261,"4,142",> 100%
State,Texas,All,2023-24,19,,5.7,5.8,2,235,15,241,"4,181",> 100%
State,Texas,All,2023-24,20,,5.4,5.8,1,230,20,245,"4,258",> 100%
State,Texas,All,2023-24,21,,5.2,5.5,1,220,21,233,"4,220",> 100%
State,Texas,All,2023-24,22,,5.7,6,1,239,21,253,"4,206",> 100%
State,Texas,All,2023-24,23,,5.7,5.9,4,244,25,257,"4,348",> 100%
State,Texas,All,2023-24,24,,5.6,5.9,1,241,20,251,"4,284",> 100%
State,Texas,All,2023-24,25,,5.4,5.7,3,227,30,242,"4,267",> 100%
State,Texas,All,2023-24,26,,6,6.3,3,255,30,273,"4,313",> 100%
State,Texas,All,2023-24,27,,5.2,5.6,1,226,28,243,"4,359",> 100%
State,Texas,All,2023-24,28,,5.5,5.9,3,234,45,257,"4,322",> 100%
State,Texas,All,2023-24,29,,4.9,5.8,4,203,55,244,"4,242",> 100%
State,Texas,All,2023-24,30,,5.8,6.6,3,240,67,280,"4,219",> 100%
State,Texas,All,2023-24,31,,6,7.1,4,255,86,307,"4,295",> 100%
State,Texas,All,2023-24,32,,6.2,7.3,2,272,83,322,"4,392",> 100%
State,Texas,All,2023-24,33,,5.5,6.5,2,239,77,283,"4,347",> 100%
State,Texas,All,2023-24,34,,5.6,6.5,2,247,88,290,"4,475",> 100%
State,Texas,All,2023-24,35,,5.6,6.5,6,232,83,274,"4,239",> 100%
State,Texas,All,2023-24,36,,5.9,6.7,3,246,73,286,"4,240",> 100%
State,Texas,All,2023-24,37,,5.9,6.6,1,246,60,276,"4,205",> 100%
State,Texas,All,2023-24,38,,6.1,6.5,5,255,45,277,"4,269",> 100%
State,Texas,All,2023-24,39,,6.1,6.5,6,249,36,272,"4,191",> 100%
State,Utah,All,2023-24,40,,4.7,5.8,0,20,10,25,429,> 100%
State,Utah,All,2023-24,41,,5.9,6.8,0,25,10,29,426,> 100%
State,Utah,All,2023-24,42,,3.7,4.4,0,15,6,18,405,> 100%
State,Utah,All,2023-24,43,,4.9,5.6,1,20,7,24,428,> 100%
State,Utah,All,2023-24,44,,5.8,6.5,1,24,4,28,429,> 100%
State,Utah,All,2023-24,45,,5.2,5.9,1,21,11,25,423,> 100%
State,Utah,All,2023-24,46,,4.7,5.8,1,20,10,26,451,> 100%
State,Utah,All,2023-24,47,,6,8.5,0,26,15,37,434,> 100%
State,Utah,All,2023-24,48,,6.4,7.8,0,26,10,32,408,> 100%
State,Utah,All,2023-24,49,,4.5,5.7,2,17,10,24,421,> 100%
State,Utah,All,2023-24,50,,5.7,7.3,3,22,10,32,440,> 100%
State,Utah,All,2023-24,51,,7.2,7.8,2,32,8,37,473,> 100%
State,Utah,All,2023-24,52,,6.9,8.4,4,28,13,39,465,> 100%
State,Utah,All,2023-24,1,,8.6,10.1,10,29,10,46,454,> 100%
State,Utah,All,2023-24,2,,9.6,10.9,6,41,15,53,488,> 100%
State,Utah,All,2023-24,3,,6.6,7.8,8,24,11,38,487,> 100%
State,Utah,All,2023-24,4,,7.5,9.6,6,28,13,44,456,> 100%
State,Utah,All,2023-24,5,,4.9,5.8,2,19,8,25,431,> 100%
State,Utah,All,2023-24,6,,4,4,0,17,1,17,426,> 100%
State,Utah,All,2023-24,7,,4,4.5,4,13,3,19,423,> 100%
State,Utah,All,2023-24,8,,6.4,7,3,21,3,26,374,> 100%
State,Utah,All,2023-24,9,,7.1,7.5,2,28,4,32,425,> 100%
State,Utah,All,2023-24,10,,6.9,7.1,3,25,2,29,407,> 100%
State,Utah,All,2023-24,11,,4.6,5.3,2,16,4,21,395,> 100%
State,Utah,All,2023-24,12,,3.7,4.5,0,15,3,18,404,> 100%
State,Utah,All,2023-24,13,,5.4,5.9,1,21,3,24,409,> 100%
State,Utah,All,2023-24,14,,6.6,7.1,2,25,3,29,410,> 100%
State,Utah,All,2023-24,15,,6,6,0,24,0,24,397,> 100%
State,Utah,All,2023-24,16,,3.9,4.2,0,16,2,17,406,> 100%
State,Utah,All,2023-24,17,,4.8,4.8,0,20,1,20,417,> 100%
State,Utah,All,2023-24,18,,8.3,8.6,1,30,2,32,372,> 100%
State,Utah,All,2023-24,19,,2.8,3.3,0,11,4,13,393,> 100%
State,Utah,All,2023-24,20,,5.5,5.5,0,20,2,20,361,> 100%
State,Utah,All,2023-24,21,,6.4,6.6,2,23,3,26,393,> 100%
State,Utah,All,2023-24,22,,4.7,4.7,0,18,1,18,386,> 100%
State,Utah,All,2023-24,23,,3.5,3.7,0,15,1,16,432,> 100%
State,Utah,All,2023-24,24,,4.8,4.8,1,18,1,19,400,> 100%
State,Utah,All,2023-24,25,,5.9,6.2,0,23,3,24,389,> 100%
State,Utah,All,2023-24,26,,5.6,6.7,0,21,4,25,373,> 100%
State,Utah,All,2023-24,27,,5.7,6.7,0,23,7,27,403,> 100%
State,Utah,All,2023-24,28,,5.4,5.4,0,20,3,20,369,> 100%
State,Utah,All,2023-24,29,,5.1,5.6,0,19,3,21,373,> 100%
State,Utah,All,2023-24,30,,3.3,3.5,0,14,1,15,427,> 100%
State,Utah,All,2023-24,31,,3.5,4.4,0,15,6,19,428,> 100%
State,Utah,All,2023-24,32,,3.8,4.3,0,15,5,17,392,> 100%
State,Utah,All,2023-24,33,,3.5,4.2,0,15,4,18,432,> 100%
State,Utah,All,2023-24,34,,5.4,5.4,0,21,3,21,391,> 100%
State,Utah,All,2023-24,35,,5.3,6.7,0,20,7,25,375,> 100%
